path,format,producer,producer_model,producer_version,source,source_path,license,provenance_confidence,sha256,size_bytes,width,height,metadata_summary,validation_status,notes
png/windows/wm_upload_wikimedia_org_a23d1e831e128dff.png,PNG,desktop application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_a23d1e831e128dff.png,see upstream repository,LOW,41ecd27267257010bae83ef41a9f21829f1e45388065777de2412a6f5c9de43c,771773,3508,2480,3508; 2480; sRGB IEC61966-2.1;,valid,No producer claim; validates chunk diversity
png/windows/wm_upload_wikimedia_org_f6c96971fbd1da0d.png,PNG,desktop application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_f6c96971fbd1da0d.png,see upstream repository,LOW,0cf37245396dd44797aee2d1e591f28cf29aad53248b7cd7495965edc86b3c27,2791,200,133,200; 133;,valid,No producer claim; validates chunk diversity
webp/android/2-color.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/2-color.webp,see upstream repository,LOW,284ddab37b3cf76424a5a9a32351a84e815a0972f4bffd68571f6f67874c38d3,314,300,300,300; 300;,valid,Coverage bucket only; no unsupported Android producer claim
webp/android/simple-gray.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/simple-gray.webp,see upstream repository,LOW,e8c20d94a8f2c7a86d82d394708169bb3637b35c5338faac7154eb7af1ce8c43,1236,100,100,100; 100;,valid,Coverage bucket only; no unsupported Android producer claim
webp/android/src_grad_16_q0_m4_ff50strong_def.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_grad_16_q0_m4_ff50strong_def.webp,see upstream repository,LOW,c491c180d5075406879f52329ba53fcad8366cd136acaad3bee7a686f7e299bb,52,16,16,16; 16;,valid,Coverage bucket only; no unsupported Android producer claim
webp/android/src_noise_q50_m0_ff0_def.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_noise_q50_m0_ff0_def.webp,see upstream repository,LOW,211656e102bff20d4af85d10378cab4a1c6ffba8510301c4c3b722b999ea4293,1850,64,64,64; 64;,valid,Coverage bucket only; no unsupported Android producer claim
webp/android/src_noise_q90_m4_def_def.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_noise_q90_m4_def_def.webp,see upstream repository,LOW,2b18e5766478645fc6787175d38d105720f166721f14ae4abb63b2b54290864e,2856,64,64,64; 64;,valid,Coverage bucket only; no unsupported Android producer claim
webp/browser/extended_images/anim.webp,WebP,browser/web asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/webp/extended_images/anim.webp,see upstream repository,MEDIUM,459d0f8601844487cebd09dd11d0f50346fa45820bb7a7d817140dcc811496b4,10818,200,200200,200; 200;,valid,Upstream test asset; exact browser encoder not asserted
webp/browser/lossless_images/simple_xmp.webp,WebP,browser/web asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/webp/lossless_images/simple_xmp.webp,see upstream repository,MEDIUM,39ca67e1c836ace4c12dc84dc8ee599eef8c2de8134a7470795cbd89b1035d75,47662,300,300,300; 300;,valid,Upstream test asset; exact browser encoder not asserted
webp/browser/lossy_alpha.webp,WebP,browser/web asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/webp/extended_images/lossy_alpha.webp,see upstream repository,MEDIUM,8d5b0f27f821d87106ed178831a9e62c95c09063e515b5d2ca89ad215547879f,1288,100,100,100; 100;,valid,Upstream test asset; exact browser encoder not asserted
webp/browser/lossy_images/simple-rgb.webp,WebP,browser/web asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/webp/lossy_images/simple-rgb.webp,see upstream repository,MEDIUM,76ef749015935542838ffda9df014b823d4153a7ffeab09fd5670ef4e7fa0386,2184,100,100,100; 100;,valid,Upstream test asset; exact browser encoder not asserted
webp/browser/simple-gray.webp,WebP,browser/web asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/webp/lossy_images/simple-gray.webp,see upstream repository,MEDIUM,e8c20d94a8f2c7a86d82d394708169bb3637b35c5338faac7154eb7af1ce8c43,1236,100,100,100; 100;,valid,Upstream test asset; exact browser encoder not asserted
webp/chrome/advertises_rgba_but_frames_are_rgb.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/advertises_rgba_but_frames_are_rgb.webp,see upstream repository,MEDIUM,5fd83430e1dca3ffcced5bcac452147f30296ab83cae00d84603959ba96abfb6,52286,265,199265,265; 199;,valid,Encoder settings encoded in upstream filename; not claimed Chrome-produced
webp/chrome/src_checker_odd_q0_m4_def_def.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_checker_odd_q0_m4_def_def.webp,see upstream repository,MEDIUM,b9c887f3b571fcc99cec7a36ce6a64556811e8a834c12491fc2ddee133391f2d,176,129,131,129; 131;,valid,Encoder settings encoded in upstream filename; not claimed Chrome-produced
webp/chrome/src_grad_16_q90_m4_ff0_def.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_grad_16_q90_m4_ff0_def.webp,see upstream repository,MEDIUM,21f6b590cafe6a68cf731e7b0496973dcd110392ce32481508458dcfac349680,100,16,16,16; 16;,valid,Encoder settings encoded in upstream filename; not claimed Chrome-produced
webp/chrome/src_noise_q0_m0_def_def.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_noise_q0_m0_def_def.webp,see upstream repository,MEDIUM,ad60285ec30b216c693c68b0082c31954760791654336946fdf457f860985e64,336,64,64,64; 64;,valid,Encoder settings encoded in upstream filename; not claimed Chrome-produced
webp/chrome/src_noise_q90_m4_ff50strong_def.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_noise_q90_m4_ff50strong_def.webp,see upstream repository,MEDIUM,f4e910f1e90a5072412fa8a290f8f4369ee57574b5e1a3fb55b18e1fbb51a335,2856,64,64,64; 64;,valid,Encoder settings encoded in upstream filename; not claimed Chrome-produced
webp/converters/1_webp_a.webp,WebP,Imageflow/libwebp conversion,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/1_webp_a.webp,see upstream repository,HIGH,e89d207eff1f1499acd6a5b8dc4a326ecdf3d303e4a7e6fc65c268035326a75f,18840,400,301,400; 301;,valid,Upstream Imageflow conversion input
webp/converters/1_webp_ll.webp,WebP,Imageflow/libwebp conversion,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/1_webp_ll.webp,see upstream repository,HIGH,cf2bebdf428f430a78095cf98a9aff1dfbcf856c6464852b351f7e5ab76d7200,81978,400,301,400; 301;,valid,Upstream Imageflow conversion input
webp/converters/5_webp_ll.webp,WebP,Imageflow/libwebp conversion,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/5_webp_ll.webp,see upstream repository,HIGH,eadb502d74eae03f1f5c4ea3480826214796cbe73554a81060232a636b241aec,99426,300,300,300; 300;,valid,Upstream Imageflow conversion input
webp/converters/codec-conformance-simple.webp,WebP,WebP reference encoder,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/simple.webp,see upstream repository,MEDIUM,16dbdf943d5281fcc58758e278c703a61f9a7ef572343178948637ee4135880a,44776,300,300,300; 300;,valid,"Conformance producer, not attributed to a browser"
webp/converters/lossy_mountain.webp,WebP,Imageflow/libwebp conversion,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/lossy_mountain.webp,see upstream repository,HIGH,4a5afeaff8483923da964bc7896f02d0283e8bff99b5b8f82a31ae3214dab1d0,30320,550,368,550; 368;,valid,Upstream Imageflow conversion input
webp/firefox/anim.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/anim.webp,see upstream repository,LOW,459d0f8601844487cebd09dd11d0f50346fa45820bb7a7d817140dcc811496b4,10818,200,200200,200; 200;,valid,Coverage bucket only; no unsupported Firefox producer claim
webp/firefox/lossy_alpha.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/lossy_alpha.webp,see upstream repository,LOW,8d5b0f27f821d87106ed178831a9e62c95c09063e515b5d2ca89ad215547879f,1288,100,100,100; 100;,valid,Coverage bucket only; no unsupported Firefox producer claim
webp/firefox/multi-color.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/multi-color.webp,see upstream repository,LOW,6c1d82198912f1b07c81ce8ccd9fecb5825ec07fcdb42c352703e208cb2ea8d0,154746,300,300,300; 300;,valid,Coverage bucket only; no unsupported Firefox producer claim
webp/firefox/simple_xmp.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/simple_xmp.webp,see upstream repository,LOW,39ca67e1c836ace4c12dc84dc8ee599eef8c2de8134a7470795cbd89b1035d75,47662,300,300,300; 300;,valid,Coverage bucket only; no unsupported Firefox producer claim
webp/firefox/src_checker_odd_q50_m0_ff0_def.webp,WebP,WebP reference/conformance asset,,,https://github.com/imazen/codec-corpus,codec-corpus/webp-conformance/valid/src_checker_odd_q50_m0_ff0_def.webp,see upstream repository,LOW,a5b9576a02e279f5ee66a04c2bf296d7a07dc09feaf5eaaab4e8d298929c7619,210,129,131,129; 131;,valid,Coverage bucket only; no unsupported Firefox producer claim
